objectid,title,description,creator,location,latitude,longitude,date,dateCreated:end,type,format,subject,language,filename,rights,identifier
01_03_123,The Greater Boston Department Store,"Williamson's Store, (The Greater Boston Department Store) with sign in front for 2nd annual White Fair. The Greater Boston Department Store. Idaho's Price Maker. Nataniel Williamson, proprietor.",Photographer Unidentified,"Moscow, Idaho",46.731312,-117.001225,1908,1911,Image;StillImage,image/jpeg,Greater Boston Department Store; White Fair; Williamson's; Downtown; Moscow; Idaho,eng,01_03_123.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_123
01_03_124,Greater Boston Department Store and Horse Show,Street scene at a horse show during fall fair in front of the Greater Boston Store.,Photographer Unidentified,"Moscow, Idaho",46.731312,-117.001225,1908,,Image;StillImage,image/jpeg,Greater Boston Department Store; Horse Show; Downtown; Moscow; Idaho;,eng,01_03_124.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_124
01_03_125,Two photos and text of pamphlet showing First Trust Company and panoramic view of Moscow,First Trust Company bank in the Spicer Block and also a scene of Moscow with a view of the University of Idaho campus.,Photographer Unidentified,"Moscow, Idaho",46.73289,-117.001263,1906,1916,Image;StillImage,image/jpeg,First Trust Company; Bank; South Moscow; ; ;,eng,01_03_125.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_125
01_03_126,David and Ely's Department Store,"David and Ely's Department Store: photo of a pamphlet with photo of store exterior at the top, aerial view of Moscow on the bottom C2 is just David & Ely Co. LTD at 3rd & Main Sts, Moscow ",Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1910,,Image;StillImage,image/jpeg,David and Ely's; Department Store; Moscow; Idaho; North Moscow;,eng,01_03_126.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_126
01_03_127,Frantz Hardware,"Frantz Hardware Store, next to Greater Boston Department Store",Photographer Unidentified,"Moscow, Idaho",46.731624,-117.001268,1908,,Image;StillImage,image/jpeg,Frantz Hardware; Greater Boston Store; Moscow Hardware Company; Idaho; ;,eng,01_03_127.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_127
01_03_128,Davids' Department Store,"Davids' department store, corner of 3rd and Main Streets, Moscow, Idaho",Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1940,1946,Image;StillImage,image/jpeg,Davids'; Pedestrians; Cars; 3rd and Main ; Florsheim Shoes sign; Moscow,eng,01_03_128.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_128
01_03_129,Davids' Department Store remodeling - exterior,Repairing or remodeling David's Department Store with two buildings to the south in the photo,Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1920,,Image;StillImage,image/jpeg,Davids'; Department Store; Main Street; Moscow; Idaho;,eng,01_03_129.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_129
01_03_130,Livery Stable,"Livery stable with people, horses and buggy in front",Photographer Unidentified,"Moscow, Idaho",46.732388,-117.000168,1880,1900,Image;StillImage,image/jpeg,Livery stable; Horses; Buggy; ; ;,eng,01_03_130.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_130
01_03_131,Moscow Steam Laundry interior,"Employees of Moscow Steam Laundry in the ironing and sorting room. C. B. Green, owner. Identified are: Ed, Vic & Alma Almquist, Hattie & Alica Fallquist, Engberg Graemer, Anna Kieber (who later married Ed Almquist)",Photographer Unidentified,"Moscow, Idaho",46.729465,-117.001586,1908,,Image;StillImage,image/jpeg,Steam laundry; Light fixtures; Ironing and sorting room; Almquist; Fallquist; Graemer,eng,01_03_131.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_131
01_03_132,Moscow Steam Laundery exterior,Moscow Steam Laundry employees in front of wooden building,Photographer Unidentified,"Moscow, Idaho",46.729465,-117.001586,1896,1909,Image;StillImage,image/jpeg,Steam laundry; Employees; Wooden building; ; ;,eng,01_03_132.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_132
01_03_133,Collins & Orland Hardware store,"Interior of Collins & Orland Hardware store showing J R Collins, proprietor, at the counter, in front of tall ladder. Location: 301 South Main Street, Moscow, Idaho",Photographer Unidentified,"Moscow, Idaho",46.73221,-117.001696,1915,1925,Image;StillImage,image/jpeg,Hardware store; Collins and Orland; Moscow; Idaho; ;,eng,01_03_133.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_133
01_03_134,"Davids' Store, looking down to main floor from mezzanine","Davids' Store, photo taken from mezzanine showing entire width of main floor as well as items on mezzanine",Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1920,1930,Image;StillImage,image/jpeg,Davids'; Mezzanine; Department Store; Moscow; Idaho;,eng,01_03_134.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_134
01_03_135,Davids' Store interior,Davids' Store showing merchandise on shelves and on mezzanine,Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1929,1931,Image;StillImage,image/jpeg,Davids'; Mezzanine; Department Store; Merchandise; Moscow; Idaho,eng,01_03_135.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_135
01_03_136,Davids' Store main floor and mezzanine,"Davids' Store showing clothing and employees on main floor, racks and a man on mezzanine",Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1929,1931,Image;StillImage,image/jpeg,Davids'; Mezzanine; Department Store; Clothing; Employees; Moscow,eng,01_03_136.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_136
01_03_137,Davids' Store Dry Goods Department,"Lace and fabric in Davids' Store, as well as 7 employees",Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1910,,Image;StillImage,image/jpeg,Davids'; Dry goods; Department Store; Lace; Fabric; Employees,eng,01_03_137.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_137
01_03_138,Davids' Store Mens' Department,"Davids' Store Mens' Department showing stacks of clothing, glass cases and shelves of boxes. People in picture: F. A. David wearing derby hat, Earl behind counter, ""Father"" and Bill Lee, Mr. Byrns and Homer.",Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1907,,Image;StillImage,image/jpeg,Davids'; Mens' Department; Department Store; F.A. David; Moscow; Idaho,eng,01_03_138.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_138
01_03_139,Davids' Store Display Window,Davids' Store womens' display window with Hawaiian theme,Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1951,,Image;StillImage,image/jpeg,Davids'; Display window; Womens' window; Hawaiian theme; Moscow; Idaho,eng,,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_139
01_03_140,Davids' Store Women's Wear Department,Davids' Store womens' department with Hawaiian apparel.  Faded color snapshot.,Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1951,,Image;StillImage,image/jpeg,Davids'; Womens' wear; Hawaiian theme; Moscow; Idaho;,eng,01_03_140.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_140
01_03_141,Davids' Store men's department,Davids' Store Mens' Department with Hawaiian theme.   Faded color snapshot.,Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1951,,Image;StillImage,image/jpeg,Davids'; Mens' Department; Hawaiian theme; Moscow; Idaho;,eng,01_03_141.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_141
01_03_142,Davids' Store dry goods,Davids' Store dry goods ledge trim with Hawaiian theme.   Faded color snapshot.,Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1951,,Image;StillImage,image/jpeg,Davids'; Dry goods; Hawaiian theme; Moscow; Idaho;,eng,01_03_142.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_142
01_03_143,Davids' Store men's department window,Davids' Store Men's display window with Hawaiian theme.  Faded color snapshot.,Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1951,,Image;StillImage,image/jpeg,Davids'; Display window; Mens' window; Hawaiian theme; Moscow; Idaho,eng,01_03_143.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_143
01_03_144,Davids' Store women's window,Davids' Store womens' display window with Hawaiian theme.  Black and white snapshot.,Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1951,,Image;StillImage,image/jpeg,Davids'; Display window; Womens' window; Hawaiian theme; Moscow; Idaho,eng,01_03_144.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_144
01_03_145,Davids' Store center window,"Center display window at Davids' Store with Hawaiian theme, including Northwest Airlines sign",Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1951,,Image;StillImage,image/jpeg,Davids'; Display window; Center window; Hawaiian theme; Moscow; Idaho,eng,01_03_145.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_145
01_03_146,Davids' Store men's window,Mens' display window at Davids' Store with Hawaiian theme,Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1951,,Image;StillImage,image/jpeg,Davids'; Display window; Mens' window; Hawaiian theme; Moscow; Idaho,eng,01_03_146.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_146
01_03_147,Davids' Store dry goods,Davids' Store dry goods shelves and display with Hawaiian prints,Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1951,,Image;StillImage,image/jpeg,Davids'; Dry goods; Hawaiian theme; Moscow; Idaho;,eng,01_03_147.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_147
01_03_148,Davids' Store brochure cover,"David's Department Store brochure cover, Moscow, ID",Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1920,1925,Image;StillImage,image/jpeg,Davids'; Brochure; Moscow; Idaho; ;,eng,01_03_148.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_148
01_03_149,Davids' Store window display,Davids' Store window piece goods display,Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1912,,Image;StillImage,image/jpeg,Davids'; Window display; Piece goods; Moscow; Idaho;,eng,01_03_149.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_149
01_03_150,Davids' Store ad,"Davids' Store ad in Moscow, ID directory",Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1899,1910,Image;StillImage,image/jpeg,Davids'; Directory ad; Moscow; Idaho; ;,eng,01_03_150.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_150
01_03_151,Davids' Store window display,Davids' Store lingerie window display,Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1940,,Image;StillImage,image/jpeg,Davids'; Display window; Lingerie; Moscow; Idaho;,eng,01_03_151.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_151
01_03_152,McConnell Maguire Store advertising,"McConnell Store and Rawson Bros. Jewelers, advertising",Photographer Unidentified,"Moscow, Idaho",46.733498,-117.001263,1890,1900,Image;StillImage,image/jpeg,McConnell Maguire Store; Advertisement; Ransom Brothers Jewelers; Moscow; Idaho;,eng,01_03_152.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_152
01_03_153,Telephone Switchboard Operator,Telephone switchboard operator sitting at the switchboard with old Underwood typewriter in background,Photographer Unidentified,"Moscow, Idaho",46.731544,-117.001633,1950,1959,Image;StillImage,image/jpeg,Telephone; Underwood typewriter; Switchboard; ; ;,eng,01_03_153.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_153
01_03_154,Daily Idahonian paperboys,Two Daily Idahonian newsboys and man posing in front of brick building,Photographer Unidentified,"Moscow, Idaho",46.731405,-117.002992,1950,1959,Image;StillImage,image/jpeg,Daily Idahonian; Newsboys; Newspaper; Moscow; Idaho;,eng,01_03_154.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_154
01_03_155,Paper boy collecting for Daily Idahonian,Daily Idahonian paper boy wearing cap and paper bag collecting money from woman holding purse by her front door.on porch.,Photographer Unidentified,"Moscow, Idaho",46.731405,-117.002992,1940,1949,Image;StillImage,image/jpeg,Daily Idahonian; Newsboys; Porch; Moscow; Idaho;,eng,01_03_155.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_155
01_03_156,Gas Station,Union Oil Gas Station,Photographer Unidentified,"Moscow, Idaho",46.728162,-116.999856,1940,1949,Image;StillImage,image/jpeg,Gas station; Old cars; Union oil dealer; ; ;,eng,01_03_156.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_156
01_03_157,Union Pacific Station,"Union Pacific Station, July 17, 1925",Photographer Unidentified,"Moscow, Idaho",46.72816,-117.003232,1925,,Image;StillImage,image/jpeg,Union Pacific station; Trains; Moscow; Idaho; ;,eng,01_03_157.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_157
01_03_158,Hagen and Cushing Slaughterhouse,"Slaughterhouse/meat packing plant on West 6th Street, east of Perimeter Drive, on the north side of 6th.  Sign on building reads ""The home of Idaho's pride brand."" Operated by Chris Hagen and George Cushing.",Photographer Unidentified,"Moscow, Idaho",46.730006,-117.020469,1930,1939,Image;StillImage,image/jpeg,Slaughter house; Meatpacking plant; Cars; Moscow; Idaho;,eng,01_03_158.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_158
01_03_159,Dray Business,"Dray business, exterior showing Charlie Campbell and Perry Carter on a wagon being pulled by two horses.",Photographer Unidentified,"Moscow, Idaho",46.732388,-117.000168,1880,1890,Image;StillImage,image/jpeg,Dray business; Charlie Campbell; Perry Carter; Moscow; Idaho;,eng,01_03_159.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_159
01_03_160,Taylor and Lauder Brickyard personnel,"Taylor and Lauder Brickyard owners & workers posing in front of stacked bricks. Wylie A. Lauder (arms folded) 7th from left, Tom Taylor (vest & watchchain) 4th from right.  Brickyard was south of 6th St on Ash St.",Photographer Unidentified,"Moscow, Idaho",46.729746,-117.00943,1890,1899,Image;StillImage,image/jpeg,Taylor & Lauder Brickyard; Tom Taylor; Wylie Lauder; Moscow; Idaho; Bricks,eng,01_03_160.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_160
01_03_161,Bowling alley interior,"Women bowling at the 'four lane' in the basement of the Elks Lodge No. 249 (Main Street) in Moscow, Idaho.",Photographer Unidentified,"Moscow, Idaho",46.734084,-117.001242,1940,1949,Image;StillImage,image/jpeg,Bowling alley; women bowlers; ; ; ;,eng,01_03_161.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_161
01_03_162,Builders and Growers Supply Co. exterior,"Builders and Growers Supply Co. exterior, later the David's Store. Photo shows signs, one empty store window, one store window with various bags and products, and sidewalk. Reflection in window shows parked cars.  Excellent image of brickwork at top of building.",Photographer Unidentified,"Moscow, Idaho",46.732388,-117.000168,1932,1935,Image;StillImage,image/jpeg,Davids' Store; Builders & Growers Supply ; Brick exterior; Cars; Main Street; Moscow,eng,01_03_162.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_162
01_03_163,John Wolfe Grocery and Bakers (interior),"John Wolfe Grocery and bakers. Photo shows display of brooms, products on shelves against walls, wood floor, 2 men standing (presumably John Wolfe and William Carter).",Photographer Unidentified,"Moscow, Idaho",46.732388,-117.000168,1910,1920,Image;StillImage,image/jpeg,John Wolfe; William Carter; grocery; wallpaper; ;,eng,01_03_163.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_163
01_03_164,David's Store (interior),"David's Store, Interior Shown Are: Homer David, Al Tagstedt, Art Larson And F. A. David?",Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1900,1910,Image;StillImage,image/jpeg,; ; ; ; ;,eng,01_03_164.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_164
01_03_165,McConnell Store,"McConnell Store, view of back",Photographer Unidentified,"Moscow, Idaho",46.732388,-117.000168,1891,,Image;StillImage,image/jpeg,McConnells Store; William J. McConnell; ; ; ;,eng,01_03_165.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_165
01_03_166,McConnell warehouse,McConnell warehouse from the north; Pullman Grain Storage,Lloyd Robbins,"Moscow, Idaho",46.720958,-117.146302,1893,,Image;StillImage,image/jpeg,McConnell warehouse; William J. McConnell; Pullman Grain Storage; ; ;,eng,01_03_166.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_166
01_03_167,McConnell warehouse,"McConnell Warehouse, showing men, horses and wagons, feed sacks, nicely shingled warehouse roof and dormers, and homes in the background",Lloyd Robbins,"Moscow, Idaho",46.720958,-117.146302,1893,,Image;StillImage,image/jpeg,McConnell warehouse; William J. McConnell; Pullman Grain Storage; Horses and wagons; Shingled roof;,eng,01_03_167.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_167
01_03_168,McConnell Warehouse workers,"McConnell Warehouse workers (7) posing with bag labeled ""J.S.K., 270#, Oats""; George Ritchey is 2nd from right.  Stacks of bags in background",Lloyd Robbins,"Moscow, Idaho",46.720958,-117.146302,1893,,Image;StillImage,image/jpeg,McConnell warehouse; William J. McConnell; Pullman Grain Storage; Oat bags; Warehouse workers;,eng,01_03_168.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_168
01_03_169,McConnell warehouse,"McConnell Warehouse in foreground, College Hill in background",Lloyd Robbins,"Moscow, Idaho",46.720958,-117.146302,1893,,Image;StillImage,image/jpeg,McConnell warehouse; William J. McConnell; Pullman Grain Storage; panoramic view; College Hill in Pullman;,eng,01_03_169.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_169
01_03_170,McConnell warehouse,McConnell Warehouse in winter,Lloyd Robbins,"Moscow, Idaho",46.720958,-117.146302,1893,,Image;StillImage,image/jpeg,McConnell warehouse; William J. McConnell; Pullman Grain Storage; panoramic view; College Hill in Pullman;,eng,01_03_170.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_170
01_03_171,First Trust and Savings Bank,"First Trust And Savings Bank, at northwest corner of Third And Main Streets",Photographer Unidentified,"Moscow, Idaho",46.73248,-117.001662,1930,1939,Image;StillImage,image/jpeg,Bank; Brick buildings; First Trust and Savings Bank; Moscow; Idaho;,eng,01_03_171.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_171
01_03_172,Western Living Homes Demonstration at Moscow Grange Hall,Western Living Homes Demonstration at the Moscow Grange Hall.  A crowd of mostly women walking past front door with sign posted above.,Photographer Unidentified,"Moscow, Idaho",46.735767,-117.001293,1940,1949,Image;StillImage,image/jpeg,Grange Hall; Brick buildings; Baby carriage; Moscow; Idaho;,eng,01_03_172.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_172
01_03_173,"Businesses at Third and Main Streets in Moscow, ID","First National Bank on Third And Main Sts, also Collins and Orland Hardware, Hodgins Drug on Main, and another small white building on Third Street.",Photographer Unidentified,"Moscow, Idaho",46.732207,-117.001657,1940,1949,Image;StillImage,image/jpeg,Idaho First National Bank; Hodgins Drug; Collins & Orland Hardware; Brick buildings; Moscow; Idaho,eng,01_03_173.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_173
01_03_174,David & Ely's Store - Dernham & Kaufman building,Exterior of David & Ely Co. Ltd. looking east on Third St at building behind and across alley (Cornwall Block 1890).  Shows unpaved streets and board sidewalks.,Photographer Unidentified,"Moscow, Idaho",46.732182,-117.001142,1910,,Image;StillImage,image/jpeg,David & Ely Store; Brick buildings; Window displays; Cornwall Block; Board sidewalks; Moscow,eng,01_03_174.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_174
01_03_175,David & Ely's store - Dernham & Kaufman building,Dernham And Kaufmann Building containing David And Ely Store at southeast corner of Third And Main St..  Streets are unpaved.,Photographer Unidentified,"Moscow, Idaho",46.732182,-117.001142,1900,,Image;StillImage,image/jpeg,David & Ely Store; Brick buildings; Window displays; Board sidewalks; Unpaved streets; Moscow,eng,01_03_175.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_175
01_03_176,First National Bank,"First National Bank on southwest corner of Third And Main Streets.  Shows parked cars and IOOF sign.  Building behind on Third Street has signs: ___ Shwarz, Tailor; and H.R. Smith, Attorney at Law, Notary.",Photographer Unidentified,"Moscow, Idaho",46.732207,-117.001657,1921,,Image;StillImage,image/jpeg,"First National Bank; IOOF; Cars; Schwartz, Tailor; Smith, Notary; Moscow",eng,01_03_176.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_176
01_03_177,Commercial Bank block,"Commercial Bank and Block at 213 And 215 S. Main St., Moscow.  Ten men standing in front with rough surface street in foreground.",Photographer Unidentified,"Moscow, Idaho",46.732662,-117.001456,1891,,Image;StillImage,image/jpeg,Commercial Bank; Brick buildings; Horse and buggy; Unpaved streets; Moscow; Commercial Block,eng,01_03_177.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_177
01_03_178,White Drug Store,White Drug Store at NE corner of First and Main Streets.  Fred Alf's saloon visible on the left.,Photographer Unidentified,"Moscow, Idaho",46.733726,-117.00133,1900,,Image;StillImage,image/jpeg,White Drug Store; Alfs Saloon; Brick buildings; Store signs; Moscow; Idaho,eng,01_03_178.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_178
01_03_179,Shields Planing Mill,M.J. Shields planing mill at SW corner Of Sixth and Jackson,Photographer Unidentified,"Moscow, Idaho",46.729931,-117.002918,1890,1899,Image;StillImage,image/jpeg,M.J. Shields; Planing mill; Unpaved streets; Lumber; Moscow; Idaho,eng,01-03-179.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_179
01_03_180,Mural for Moscow Renaissance Fair,"Color postcard photo of mural on old coal building.  Caption on back: Take the Trolley to the Moscow Renaissance Fair the weekend of the 1st Sunday in May!  ""Bigfoot Meets Moscow"" by K.J. Yuhasz, a 14 by 82 ft. mural painted in 1984 on an old coal building on the south end of Main Street in Moscow, Idaho.  The trolley car depicted ran on the Spokane and Inland Empire Railway from Moscow to Spokane, Washington from 1904 to 1939.",C. Berman,"Moscow, Idaho",46.729219,-117.002998,1985,,Image;StillImage,image/jpeg,Renaissance Fair; Trolley; Mural; Coal building; Railway; Elevators,eng,01-03-180.jpg,"Copyright 1985 by the Moscow Renaissance Fair, Inc., P.O. Box 8848, Moscow, Idaho 83843",01_03_180
01_03_181,Interior of Jerry's confectionary and newsstand,"Jerry's confectionary and newsstand interior at 112 E. Third St, next to alley across from Davids' Store.  Jerry Gelwick, owner. See book A Great Good Country, p. 42 for description and also Gelwick archives at Latah County Historical Society. ",Photographer Unidentified,"Moscow, Idaho",46.732489,-117.000838,1920,1925,Image;StillImage,image/jpeg,Jerry Gelwick; Newsstand; Confectionary; Display cases; Moscow; Idaho,eng,01-03-181.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_181
01_03_182,Hotel Moscow,"Exterior of Hotel Moscow, also shows barber shop to the right of the entrance and the adjoining building to the north.",Romig,"Moscow, Idaho",46.731885,-117.001634,1900,1910,Image;StillImage,image/jpeg,Hotel Moscow; Brick buildings; Main Street; Moscow; Idaho;,eng,01-03-182.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_182
01_03_183,"Table Supply, interior","Table Supply grocery store interior, Kelley Cline and Wayne Rowe identified on back of photo, but there are 3 people posing.",Photographer Unidentified,"Moscow, Idaho",46.732388,-117.000168,1928,1930,Image;StillImage,image/jpeg,Grocery; Table Supply; Interior lighting; Food display; Kelley Cline; Wayne Rowe,eng,01-03-183.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_183
01_03_184,Farmers Union exterior,"Farmers Union, southeast corner Eighth and Main Streets, 10 people posing on sidewalk in front of wooden building, was a farm cooperative which had a meeting room and a store which sold ""fancy grocieries and light hardware"" until about 1928.    ",Photographer Unidentified,"Moscow, Idaho",46.728036,-117.001267,1900,1910,Image;StillImage,image/jpeg,Farmers' Union; Farm cooperative; Wooden building; Grocery; Hardware; Moscow,eng,01-03-184.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_184
01_03_185,Corner Drug and Jewelry Store,"Corner Drug & Jewelry Store, northeast corner of Main & Third Sts, Moscow.  Four men posing in doorway: Charles Bolles, owner; C. H. Wylderman of Wylderman Plumbing; Unidentified; Mr. Brenicky (or Broennecke?).  Frank Robinson worked here.",Photographer Unidentified,"Moscow, Idaho",46.732501,-117.0012,1930,1940,Image;StillImage,image/jpeg,Corner Drug; Charles Bolles; C.M. Wylderman; Moscow; Idaho;,eng,01-03-185.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_185
